pitcher,season,ground,fly,line,bip,GB_percent,FB_percent,LD_percent
otood101,1969,2,1,0,12,0.16666666666666666,0.08333333333333333,0.0
palmj001,1969,51,67,35,573,0.08900523560209424,0.1169284467713787,0.06108202443280977
palml101,1969,32,54,7,274,0.11678832116788321,0.19708029197080293,0.025547445255474453
pappm101,1969,43,65,10,487,0.08829568788501027,0.13347022587268995,0.02053388090349076
pascc102,1969,22,33,11,187,0.11764705882352941,0.17647058823529413,0.058823529411764705
pattd102,1969,8,2,3,62,0.12903225806451613,0.03225806451612903,0.04838709677419355
pattm101,1969,45,41,32,472,0.09533898305084745,0.08686440677966102,0.06779661016949153
paulm101,1969,24,68,15,330,0.07272727272727272,0.20606060606060606,0.045454545454545456
penaj101,1969,5,5,3,22,0.22727272727272727,0.22727272727272727,0.13636363636363635
peral101,1969,0,3,1,28,0.0,0.10714285714285714,0.03571428571428571
perrg101,1969,125,63,13,987,0.12664640324214793,0.06382978723404255,0.013171225937183385
perrj102,1969,99,91,67,857,0.11551925320886815,0.10618436406067679,0.07817969661610269
perrr101,1969,57,20,21,384,0.1484375,0.052083333333333336,0.0546875
petef101,1969,122,63,63,856,0.1425233644859813,0.07359813084112149,0.07359813084112149
peteg101,1969,73,61,35,702,0.10398860398860399,0.0868945868945869,0.04985754985754986
phoet101,1969,79,53,19,618,0.127831715210356,0.08576051779935275,0.030744336569579287
pinah101,1969,34,19,6,138,0.2463768115942029,0.13768115942028986,0.043478260869565216
pizaj101,1969,25,39,11,308,0.08116883116883117,0.1266233766233766,0.03571428571428571
podrj101,1969,20,47,7,234,0.08547008547008547,0.20085470085470086,0.029914529914529916
pridb101,1969,16,11,7,116,0.13793103448275862,0.09482758620689655,0.0603448275862069
purdj101,1969,5,11,2,54,0.09259259259259259,0.2037037037037037,0.037037037037037035
queem102,1969,3,7,2,34,0.08823529411764706,0.20588235294117646,0.058823529411764705
radad101,1969,14,41,8,143,0.0979020979020979,0.2867132867132867,0.055944055944055944
raffa101,1969,45,43,11,244,0.18442622950819673,0.1762295081967213,0.045081967213114756
ramop101,1969,52,66,10,242,0.21487603305785125,0.2727272727272727,0.04132231404958678
rathf101,1969,12,5,1,37,0.32432432432432434,0.13513513513513514,0.02702702702702703
ray-j101,1969,39,41,12,312,0.125,0.13141025641025642,0.038461538461538464
raymc101,1969,33,39,10,248,0.13306451612903225,0.15725806451612903,0.04032258064516129
rebef101,1969,39,39,4,262,0.14885496183206107,0.14885496183206107,0.015267175572519083
reedb102,1969,6,2,3,41,0.14634146341463414,0.04878048780487805,0.07317073170731707
reedh102,1969,45,44,20,355,0.1267605633802817,0.12394366197183099,0.056338028169014086
reedr001,1969,83,96,31,763,0.10878112712975098,0.1258191349934469,0.04062909567496723
regap101,1969,59,61,16,377,0.15649867374005305,0.16180371352785147,0.042440318302387266
renks101,1969,44,33,7,311,0.1414790996784566,0.10610932475884244,0.022508038585209004
reyna101,1969,4,2,1,26,0.15384615384615385,0.07692307692307693,0.038461538461538464
richp102,1969,15,22,4,151,0.09933774834437085,0.1456953642384106,0.026490066225165563
robed101,1969,24,23,5,182,0.13186813186813187,0.12637362637362637,0.027472527472527472
robej102,1969,71,101,30,553,0.12839059674502712,0.18264014466546113,0.054249547920433995
rober101,1968,5,1,0,27,0.18518518518518517,0.037037037037037035,0.0
rober101,1969,21,6,3,161,0.13043478260869565,0.037267080745341616,0.018633540372670808
roggg101,1969,13,17,6,109,0.11926605504587157,0.1559633027522936,0.05504587155963303
rolaj101,1969,35,19,11,257,0.13618677042801555,0.07392996108949416,0.042801556420233464
romov101,1969,92,75,40,405,0.2271604938271605,0.18518518518518517,0.09876543209876543
rookj101,1969,112,129,31,484,0.23140495867768596,0.2665289256198347,0.0640495867768595
rossg102,1969,49,54,16,362,0.13535911602209943,0.14917127071823205,0.04419889502762431
ryann001,1969,33,91,14,247,0.13360323886639677,0.3684210526315789,0.05668016194331984
sader101,1969,36,26,7,420,0.08571428571428572,0.06190476190476191,0.016666666666666666
santa101,1969,92,114,20,612,0.1503267973856209,0.18627450980392157,0.032679738562091505
santj101,1969,5,0,4,29,0.1724137931034483,0.0,0.13793103448275862
schog102,1968,2,1,1,13,0.15384615384615385,0.07692307692307693,0.07692307692307693
seavt001,1969,97,281,43,841,0.11533888228299644,0.3341260404280618,0.05112960760998811
secrd101,1969,16,8,5,125,0.128,0.064,0.04
segud101,1969,33,33,33,420,0.07857142857142857,0.07857142857142857,0.07857142857142857
selmd101,1969,55,101,17,510,0.10784313725490197,0.1980392156862745,0.03333333333333333
sembc101,1969,19,5,7,104,0.18269230769230768,0.04807692307692308,0.0673076923076923
sevea101,1969,7,7,0,57,0.12280701754385964,0.12280701754385964,0.0
shawd102,1968,6,3,1,24,0.25,0.125,0.041666666666666664
shawd102,1969,32,17,4,194,0.16494845360824742,0.08762886597938144,0.020618556701030927
shelj101,1969,41,33,11,329,0.12462006079027356,0.10030395136778116,0.03343465045592705
shorb101,1969,0,1,1,10,0.0,0.1,0.1
shorc102,1969,5,5,1,33,0.15151515151515152,0.15151515151515152,0.030303030303030304
siebs101,1969,127,88,61,523,0.24282982791587,0.1682600382409178,0.11663479923518165
singb101,1969,103,178,39,916,0.11244541484716157,0.1943231441048035,0.0425764192139738
siskt101,1969,44,84,10,509,0.08644400785854617,0.1650294695481336,0.019646365422396856
sparj101,1969,66,34,17,297,0.2222222222222222,0.11447811447811448,0.05723905723905724
sprae101,1969,32,4,4,153,0.20915032679738563,0.026143790849673203,0.026143790849673203
stanl101,1969,120,71,33,468,0.2564102564102564,0.1517094017094017,0.07051282051282051
stepj103,1969,0,1,1,13,0.0,0.07692307692307693,0.07692307692307693
stonb101,1969,97,75,37,700,0.13857142857142857,0.10714285714285714,0.05285714285714286
stong102,1969,45,59,19,532,0.08458646616541353,0.11090225563909774,0.03571428571428571
stotm101,1969,182,66,60,1018,0.1787819253438114,0.06483300589390963,0.05893909626719057
suttd001,1969,78,141,37,890,0.08764044943820225,0.15842696629213482,0.04157303370786517
talbf101,1969,51,39,22,484,0.10537190082644628,0.08057851239669421,0.045454545454545456
tatuk101,1969,23,19,10,233,0.09871244635193133,0.0815450643776824,0.04291845493562232
taylc101,1969,51,72,16,397,0.12846347607052896,0.181360201511335,0.04030226700251889
taylr101,1969,31,68,18,238,0.13025210084033614,0.2857142857142857,0.07563025210084033
tianl101,1969,83,116,31,761,0.10906701708278581,0.15243101182654403,0.040735873850197106
timbg101,1969,1,2,0,22,0.045454545454545456,0.09090909090909091,0.0
timmt101,1969,24,11,4,170,0.1411764705882353,0.06470588235294118,0.023529411764705882
torrm001,1969,55,41,8,333,0.16516516516516516,0.12312312312312312,0.024024024024024024
tovac101,1968,0,2,0,2,0.0,1.0,0.0
upshc101,1969,65,29,10,361,0.18005540166204986,0.08033240997229917,0.027700831024930747
vaugc101,1969,0,0,0,3,0.0,0.0,0.0
vealb101,1969,78,72,23,665,0.11729323308270677,0.10827067669172932,0.03458646616541353
wagng101,1969,23,8,10,130,0.17692307692307693,0.06153846153846154,0.07692307692307693
walkl101,1969,50,26,12,340,0.14705882352941177,0.07647058823529412,0.03529411764705882
waltc101,1969,1,4,1,23,0.043478260869565216,0.17391304347826086,0.043478260869565216
washg101,1969,2,4,1,50,0.04,0.08,0.02
washr101,1969,50,61,16,431,0.11600928074245939,0.14153132250580047,0.037122969837587005
waslg101,1969,55,45,14,407,0.13513513513513514,0.11056511056511056,0.0343980343980344
watte101,1969,24,32,5,227,0.10572687224669604,0.14096916299559473,0.022026431718061675
wegem101,1969,60,60,25,496,0.12096774193548387,0.12096774193548387,0.05040322580645161
wenzf101,1969,4,8,1,22,0.18181818181818182,0.36363636363636365,0.045454545454545456
wickd101,1969,21,32,11,168,0.125,0.19047619047619047,0.06547619047619048
wilhh101,1969,32,18,4,207,0.15458937198067632,0.08695652173913043,0.01932367149758454
willr102,1969,11,17,1,103,0.10679611650485436,0.1650485436893204,0.009708737864077669
wills102,1969,73,72,23,512,0.142578125,0.140625,0.044921875
wilsb101,1969,52,29,10,180,0.28888888888888886,0.16111111111111112,0.05555555555555555
wilse102,1969,60,59,27,657,0.091324200913242,0.0898021308980213,0.0410958904109589
wiser101,1969,133,95,43,692,0.19219653179190752,0.13728323699421965,0.06213872832369942
womad101,1969,28,7,5,209,0.1339712918660287,0.03349282296650718,0.023923444976076555
woodd102,1969,29,40,17,350,0.08285714285714285,0.11428571428571428,0.04857142857142857
woodw103,1969,46,23,15,382,0.12041884816753927,0.060209424083769635,0.03926701570680628
worta101,1969,23,19,7,185,0.12432432432432433,0.10270270270270271,0.03783783783783784
wrigc102,1969,29,14,9,206,0.1407766990291262,0.06796116504854369,0.043689320388349516
wyatj102,1969,0,5,1,27,0.0,0.18518518518518517,0.037037037037037035
wynnb102,1968,2,0,2,7,0.2857142857142857,0.0,0.2857142857142857
wynnb102,1969,45,21,10,430,0.10465116279069768,0.04883720930232558,0.023255813953488372
zachc101,1969,19,15,4,70,0.2714285714285714,0.21428571428571427,0.05714285714285714
zeppb101,1969,3,1,0,20,0.15,0.05,0.0
arlis101,1969,7,6,0,34,0.20588235294117646,0.17647058823529413,0.0
bated102,1969,0,0,0,4,0.0,0.0,0.0
brosf101,1969,0,1,0,5,0.0,0.2,0.0
cumbj101,1969,5,4,3,15,0.3333333333333333,0.26666666666666666,0.2
deckj101,1969,4,6,0,32,0.125,0.1875,0.0
dilaj101,1969,29,67,9,207,0.14009661835748793,0.32367149758454106,0.043478260869565216
dista101,1969,3,2,0,19,0.15789473684210525,0.10526315789473684,0.0
ellij102,1969,4,3,0,22,0.18181818181818182,0.13636363636363635,0.0
frisd101,1969,3,5,1,15,0.2,0.3333333333333333,0.06666666666666667
garbg001,1969,1,0,1,14,0.07142857142857142,0.0,0.07142857142857142
hudsj102,1969,1,1,0,5,0.2,0.2,0.0
jamej102,1969,20,12,5,102,0.19607843137254902,0.11764705882352941,0.049019607843137254
jenkj101,1969,1,0,0,2,0.5,0.0,0.0
johnb103,1969,0,1,0,5,0.0,0.2,0.0
lambr101,1969,11,7,1,40,0.275,0.175,0.025
lemod101,1969,1,3,2,16,0.0625,0.1875,0.125
marel101,1969,0,3,0,19,0.0,0.15789473684210525,0.0
meyeb102,1969,9,7,8,102,0.08823529411764706,0.06862745098039216,0.0784313725490196
morrd102,1969,2,6,1,20,0.1,0.3,0.05
nelsm101,1969,4,1,0,24,0.16666666666666666,0.041666666666666664,0.0
norij101,1969,3,6,2,28,0.10714285714285714,0.21428571428571427,0.07142857142857142
reusj001,1969,2,1,0,19,0.10526315789473684,0.05263157894736842,0.0
reynb102,1969,2,1,0,6,0.3333333333333333,0.16666666666666666,0.0
ribad101,1969,8,12,1,31,0.25806451612903225,0.3870967741935484,0.03225806451612903
rohrl101,1969,2,1,0,9,0.2222222222222222,0.1111111111111111,0.0
schef102,1969,3,0,0,13,0.23076923076923078,0.0,0.0
schnd101,1969,3,1,0,33,0.09090909090909091,0.030303030303030304,0.0
sheas102,1969,4,6,0,50,0.08,0.12,0.0
spins101,1969,0,1,0,3,0.0,0.3333333333333333,0.0
taylg102,1969,4,6,1,36,0.1111111111111111,0.16666666666666666,0.027777777777777776
watkb102,1969,9,7,3,43,0.20930232558139536,0.16279069767441862,0.06976744186046512
wilsd102,1969,77,84,20,621,0.12399355877616747,0.13526570048309178,0.0322061191626409
wolfw101,1969,2,1,0,6,0.3333333333333333,0.16666666666666666,0.0
abert101,1970,38,10,11,243,0.15637860082304528,0.0411522633744856,0.04526748971193416
aguih101,1970,6,1,2,39,0.15384615384615385,0.02564102564102564,0.05128205128205128
akerj102,1970,34,9,13,221,0.15384615384615385,0.04072398190045249,0.058823529411764705
allel101,1970,19,11,1,78,0.24358974358974358,0.14102564102564102,0.01282051282051282
arlis101,1970,4,2,0,45,0.08888888888888889,0.044444444444444446,0.0
arrig101,1970,4,2,3,46,0.08695652173913043,0.043478260869565216,0.06521739130434782
austr101,1970,28,17,9,207,0.13526570048309178,0.0821256038647343,0.043478260869565216
bahns101,1970,94,57,42,761,0.12352168199737187,0.07490144546649145,0.05519053876478318
baldd101,1970,8,11,1,96,0.08333333333333333,0.11458333333333333,0.010416666666666666
barbs101,1970,5,7,6,89,0.056179775280898875,0.07865168539325842,0.06741573033707865
barbs102,1970,2,3,0,68,0.029411764705882353,0.04411764705882353,0.0
beenf101,1970,3,1,1,21,0.14285714285714285,0.047619047619047616,0.047619047619047616
behnm101,1970,4,4,3,41,0.0975609756097561,0.0975609756097561,0.07317073170731707
belib101,1970,1,3,0,28,0.03571428571428571,0.10714285714285714,0.0
bertf101,1970,13,11,3,112,0.11607142857142858,0.09821428571428571,0.026785714285714284
billj101,1970,57,31,17,602,0.0946843853820598,0.05149501661129568,0.02823920265780731
blass101,1970,96,51,36,612,0.1568627450980392,0.08333333333333333,0.058823529411764705
blasw101,1970,34,12,4,237,0.14345991561181434,0.05063291139240506,0.016877637130801686
bluev001,1970,7,3,2,99,0.0707070707070707,0.030303030303030304,0.020202020202020204
blylb001,1970,66,44,37,481,0.13721413721413722,0.09147609147609148,0.07692307692307693
bolib101,1970,31,45,21,441,0.07029478458049887,0.10204081632653061,0.047619047619047616
borbp101,1970,7,5,1,62,0.11290322580645161,0.08064516129032258,0.016129032258064516
bosmd101,1970,82,93,22,727,0.11279229711141678,0.1279229711141678,0.030261348005502064
boswd101,1970,27,27,4,222,0.12162162162162163,0.12162162162162163,0.018018018018018018
boutj101,1970,27,25,3,250,0.108,0.1,0.012
brabg101,1970,63,38,19,419,0.15035799522673032,0.09069212410501193,0.045346062052505964
bradt102,1970,29,11,23,213,0.13615023474178403,0.051643192488262914,0.107981220657277
bretk101,1970,51,30,72,361,0.14127423822714683,0.08310249307479224,0.1994459833795014
brewj102,1970,23,28,9,227,0.1013215859030837,0.12334801762114538,0.039647577092511016
briln101,1970,36,47,6,373,0.09651474530831099,0.1260053619302949,0.0160857908847185
browj109,1970,21,5,11,158,0.13291139240506328,0.03164556962025317,0.06962025316455696
brubb102,1970,0,1,0,7,0.0,0.14285714285714285,0.0
brung101,1970,52,48,14,430,0.12093023255813953,0.11162790697674418,0.03255813953488372
bryar101,1970,18,15,2,311,0.05787781350482315,0.04823151125401929,0.006430868167202572
bunkw101,1970,30,27,29,389,0.07712082262210797,0.06940874035989718,0.07455012853470437
bunnj101,1970,76,91,42,707,0.1074964639321075,0.12871287128712872,0.0594059405940594
burbb101,1970,7,3,1,61,0.11475409836065574,0.04918032786885246,0.01639344262295082
burgt001,1970,28,8,13,211,0.13270142180094788,0.037914691943127965,0.061611374407582936
butlb101,1970,40,60,24,430,0.09302325581395349,0.13953488372093023,0.05581395348837209
cainl101,1970,73,32,29,518,0.14092664092664092,0.06177606177606178,0.055984555984555984
camps102,1970,23,22,4,165,0.1393939393939394,0.13333333333333333,0.024242424242424242
cardd101,1970,18,32,5,169,0.10650887573964497,0.1893491124260355,0.029585798816568046
carlc102,1970,3,1,2,19,0.15789473684210525,0.05263157894736842,0.10526315789473684
carls001,1970,92,96,21,756,0.12169312169312169,0.12698412698412698,0.027777777777777776
carrc103,1970,68,24,14,366,0.18579234972677597,0.06557377049180328,0.03825136612021858
carrd104,1970,6,2,0,75,0.08,0.02666666666666667,0.0
chamb101,1970,7,5,1,44,0.1590909090909091,0.11363636363636363,0.022727272727272728
chand102,1970,65,12,16,494,0.13157894736842105,0.024291497975708502,0.032388663967611336
chlub101,1970,13,1,0,62,0.20967741935483872,0.016129032258064516,0.0
clevr101,1969,3,2,0,16,0.1875,0.125,0.0
clevr101,1970,6,7,2,86,0.06976744186046512,0.08139534883720931,0.023255813953488372
clont101,1970,71,60,13,531,0.1337099811676083,0.11299435028248588,0.02448210922787194
colbj101,1970,34,23,17,250,0.136,0.092,0.068
colbv101,1970,9,3,1,104,0.08653846153846154,0.028846153846153848,0.009615384615384616
colej102,1970,66,54,24,649,0.1016949152542373,0.08320493066255778,0.03697996918335902
colpd101,1970,5,3,4,30,0.16666666666666666,0.1,0.13333333333333333
cookr101,1970,40,21,9,252,0.15873015873015872,0.08333333333333333,0.03571428571428571
coomd101,1970,51,41,21,621,0.0821256038647343,0.06602254428341385,0.033816425120772944
corkm101,1970,27,34,14,348,0.07758620689655173,0.09770114942528736,0.040229885057471264
cosmj101,1970,0,1,0,4,0.0,0.25,0.0
cox-c101,1970,76,66,31,667,0.11394302848575712,0.09895052473763119,0.046476761619190406
cox-t102,1970,1,2,0,7,0.14285714285714285,0.2857142857142857,0.0
cridj101,1970,55,57,14,305,0.18032786885245902,0.18688524590163935,0.04590163934426229
cuelm101,1970,104,91,53,979,0.1062308478038815,0.09295199182839632,0.054136874361593465
culpr101,1970,100,48,76,735,0.1360544217687075,0.0653061224489796,0.10340136054421768
culvg101,1970,49,28,6,342,0.14327485380116958,0.08187134502923976,0.017543859649122806
cumbj101,1970,32,32,11,238,0.13445378151260504,0.13445378151260504,0.046218487394957986
curtj001,1970,4,0,2,10,0.4,0.0,0.2
dalcb101,1970,26,32,14,279,0.0931899641577061,0.11469534050179211,0.05017921146953405
davav101,1969,0,0,0,2,0.0,0.0,0.0
davim101,1969,1,0,0,6,0.16666666666666666,0.0,0.0
davim101,1970,19,4,1,124,0.1532258064516129,0.03225806451612903,0.008064516129032258
deckj101,1970,34,33,9,331,0.1027190332326284,0.09969788519637462,0.027190332326283987
dierl101,1970,74,65,22,820,0.09024390243902439,0.07926829268292683,0.026829268292682926
dilaj101,1970,14,16,2,108,0.12962962962962962,0.14814814814814814,0.018518518518518517
dillb101,1970,7,7,0,94,0.07446808510638298,0.07446808510638298,0.0
dobsc101,1970,80,71,34,835,0.09580838323353294,0.08502994011976048,0.0407185628742515
dobsp101,1970,79,60,17,778,0.10154241645244216,0.07712082262210797,0.021850899742930592
downa101,1970,63,46,13,418,0.1507177033492823,0.11004784688995216,0.03110047846889952
doylp101,1970,19,9,4,145,0.1310344827586207,0.06206896551724138,0.027586206896551724
drabm101,1970,16,22,9,205,0.07804878048780488,0.1073170731707317,0.04390243902439024
dragd101,1970,105,41,30,776,0.13530927835051546,0.05283505154639175,0.03865979381443299
dukej101,1970,2,3,0,22,0.09090909090909091,0.13636363636363635,0.0
duket101,1970,15,25,4,198,0.07575757575757576,0.12626262626262627,0.020202020202020204
dunej101,1970,2,6,0,46,0.043478260869565216,0.13043478260869565,0.0
dunns101,1970,32,36,17,270,0.11851851851851852,0.13333333333333333,0.06296296296296296
eddyd101,1970,8,12,1,33,0.24242424242424243,0.36363636363636365,0.030303030303030304
ellid101,1970,89,50,24,664,0.13403614457831325,0.07530120481927711,0.03614457831325301
ellsd101,1970,34,16,12,201,0.1691542288557214,0.07960199004975124,0.05970149253731343
faulb101,1970,6,0,0,36,0.16666666666666666,0.0,0.0
fingr001,1970,45,37,17,466,0.09656652360515021,0.07939914163090128,0.03648068669527897
fishe102,1970,36,46,20,406,0.08866995073891626,0.11330049261083744,0.04926108374384237
fitza101,1970,56,36,14,390,0.14358974358974358,0.09230769230769231,0.035897435897435895
folkr101,1970,14,25,3,99,0.1414141414141414,0.25252525252525254,0.030303030303030304
forsk001,1970,7,4,4,80,0.0875,0.05,0.05
fosta101,1970,53,70,18,669,0.07922272047832586,0.10463378176382661,0.026905829596412557
frisd101,1970,22,52,5,187,0.11764705882352941,0.27807486631016043,0.026737967914438502
frymw101,1970,57,36,22,380,0.15,0.09473684210526316,0.05789473684210526
garbg001,1970,11,5,5,71,0.15492957746478872,0.07042253521126761,0.07042253521126761
garib101,1969,1,1,0,19,0.05263157894736842,0.05263157894736842,0.0
garrg102,1970,15,37,11,201,0.07462686567164178,0.18407960199004975,0.05472636815920398
gatea101,1970,0,0,0,11,0.0,0.0,0.0
gelnj101,1970,47,23,12,310,0.15161290322580645,0.07419354838709677,0.03870967741935484
gentg101,1970,73,174,25,549,0.13296903460837886,0.31693989071038253,0.04553734061930783
gibbj102,1970,16,17,11,137,0.11678832116788321,0.12408759124087591,0.08029197080291971
gibsb101,1970,81,115,32,841,0.09631391200951249,0.1367419738406659,0.03804994054696789
giusd101,1970,39,26,17,305,0.12786885245901639,0.08524590163934426,0.05573770491803279
gladf102,1970,26,22,4,247,0.10526315789473684,0.08906882591093117,0.016194331983805668
gogob101,1970,17,8,4,108,0.1574074074074074,0.07407407407407407,0.037037037037037035
granj101,1970,54,39,14,426,0.1267605633802817,0.09154929577464789,0.03286384976525822
granw101,1970,60,20,7,293,0.20477815699658702,0.06825938566552901,0.023890784982935155
grift101,1970,32,46,8,356,0.0898876404494382,0.12921348314606743,0.02247191011235955
grzej101,1970,25,27,16,283,0.08833922261484099,0.09540636042402827,0.05653710247349823
gulld101,1970,38,45,6,227,0.16740088105726872,0.19823788546255505,0.02643171806167401
gural001,1970,7,18,2,116,0.0603448275862069,0.15517241379310345,0.017241379310344827
guzms101,1969,2,4,1,19,0.10526315789473684,0.21052631578947367,0.05263157894736842
guzms101,1970,4,5,0,41,0.0975609756097561,0.12195121951219512,0.0
halld101,1970,18,22,5,206,0.08737864077669903,0.10679611650485436,0.024271844660194174
hallt101,1970,34,51,23,371,0.09164420485175202,0.13746630727762804,0.06199460916442048
hamis101,1970,19,21,4,143,0.13286713286713286,0.14685314685314685,0.027972027972027972
hammp101,1970,4,6,4,59,0.06779661016949153,0.1016949152542373,0.06779661016949153
handb101,1970,113,65,32,857,0.13185530921820304,0.07584597432905485,0.03733955659276546
handr101,1970,44,39,30,454,0.09691629955947137,0.08590308370044053,0.06607929515418502
hannj102,1970,43,37,18,407,0.10565110565110565,0.09090909090909091,0.044226044226044224
hardj101,1970,42,38,14,479,0.08768267223382047,0.07933194154488518,0.029227557411273485
hargs101,1970,57,28,18,421,0.13539192399049882,0.0665083135391924,0.04275534441805225
harrb107,1970,1,4,0,20,0.05,0.2,0.0
hartc105,1970,24,14,15,191,0.1256544502617801,0.07329842931937172,0.07853403141361257
haydh101,1970,2,3,2,27,0.07407407407407407,0.1111111111111111,0.07407407407407407
hedlm101,1970,6,6,1,51,0.11764705882352941,0.11764705882352941,0.0196078431372549
hennp102,1970,22,10,14,220,0.1,0.045454545454545456,0.06363636363636363
herbr102,1970,39,42,8,414,0.09420289855072464,0.10144927536231885,0.01932367149758454
higgd101,1970,21,24,13,252,0.08333333333333333,0.09523809523809523,0.051587301587301584
hilgt101,1970,11,7,1,71,0.15492957746478872,0.09859154929577464,0.014084507042253521
hillj101,1970,35,24,20,283,0.12367491166077739,0.08480565371024736,0.0706713780918728
hoerj101,1970,21,24,10,180,0.11666666666666667,0.13333333333333333,0.05555555555555555
holtk101,1970,100,100,40,878,0.11389521640091116,0.11389521640091116,0.04555808656036447
horlj101,1970,151,57,20,602,0.25083056478405313,0.0946843853820598,0.03322259136212625
hougc001,1970,8,4,1,53,0.1509433962264151,0.07547169811320754,0.018867924528301886
hraba101,1970,7,5,1,64,0.109375,0.078125,0.015625
humpb102,1970,24,19,5,152,0.15789473684210525,0.125,0.03289473684210526
huntj101,1970,52,102,30,826,0.06295399515738499,0.1234866828087167,0.03631961259079903
jackg101,1970,52,74,23,486,0.10699588477366255,0.1522633744855967,0.047325102880658436
janej101,1970,178,76,38,738,0.24119241192411925,0.10298102981029811,0.051490514905149054
jarvp101,1970,65,93,24,796,0.08165829145728644,0.11683417085427136,0.03015075376884422
jarvr101,1970,7,3,0,57,0.12280701754385964,0.05263157894736842,0.0
jastl101,1970,7,9,2,83,0.08433734939759036,0.10843373493975904,0.024096385542168676
jenkf101,1970,71,139,42,894,0.07941834451901567,0.15548098434004473,0.04697986577181208
johnb103,1970,56,54,26,578,0.09688581314878893,0.09342560553633218,0.04498269896193772
johnb105,1970,61,35,26,263,0.23193916349809887,0.13307984790874525,0.09885931558935361
johnj104,1970,31,19,5,243,0.12757201646090535,0.07818930041152264,0.0205761316872428
johnj105,1970,3,2,0,26,0.11538461538461539,0.07692307692307693,0.0
johnk102,1970,1,4,0,23,0.043478260869565216,0.17391304347826086,0.0
johnt001,1970,262,94,31,866,0.302540415704388,0.10854503464203233,0.03579676674364896
joneg102,1970,2,1,0,6,0.3333333333333333,0.16666666666666666,0.0
kaatj101,1970,100,41,47,777,0.1287001287001287,0.05276705276705277,0.06048906048906049
keals101,1970,9,4,1,63,0.14285714285714285,0.06349206349206349,0.015873015873015872
kekim101,1970,41,21,10,315,0.13015873015873017,0.06666666666666667,0.031746031746031744
kestr101,1970,13,6,0,109,0.11926605504587157,0.05504587155963303,0.0
kilkm101,1970,53,35,10,401,0.13216957605985039,0.08728179551122195,0.02493765586034913
kirbc101,1970,67,77,14,637,0.10518053375196232,0.12087912087912088,0.02197802197802198
klimr101,1970,42,14,22,316,0.13291139240506328,0.04430379746835443,0.06962025316455696
klinr102,1970,2,5,1,21,0.09523809523809523,0.23809523809523808,0.047619047619047616
klins101,1970,55,12,19,339,0.16224188790560473,0.035398230088495575,0.05604719764011799
knowd101,1970,47,31,14,373,0.1260053619302949,0.08310991957104558,0.03753351206434316
koonc101,1970,68,14,34,309,0.22006472491909385,0.045307443365695796,0.11003236245954692
koosj001,1970,96,210,31,671,0.14307004470938897,0.31296572280178836,0.046199701937406856
kraul102,1970,84,65,31,707,0.1188118811881188,0.09193776520509193,0.04384724186704385
lachm101,1970,22,11,5,177,0.12429378531073447,0.062146892655367235,0.02824858757062147
lagrl101,1970,5,4,3,44,0.11363636363636363,0.09090909090909091,0.06818181818181818
lambj101,1970,12,9,6,86,0.13953488372093023,0.10465116279069768,0.06976744186046512
lambr101,1970,18,14,6,183,0.09836065573770492,0.07650273224043716,0.03278688524590164
larod101,1970,11,17,4,136,0.08088235294117647,0.125,0.029411764705882353
lashf101,1970,36,20,9,204,0.17647058823529413,0.09803921568627451,0.04411764705882353
lauzg101,1970,17,8,2,112,0.15178571428571427,0.07142857142857142,0.017857142857142856
lee-b101,1970,14,9,8,132,0.10606060606060606,0.06818181818181818,0.06060606060606061
lemad102,1970,45,44,23,517,0.08704061895551257,0.0851063829787234,0.04448742746615087
leond101,1970,6,6,4,95,0.06315789473684211,0.06315789473684211,0.042105263157894736
lersb101,1970,56,55,15,416,0.1346153846153846,0.13221153846153846,0.036057692307692304
lindp101,1970,20,22,3,188,0.10638297872340426,0.11702127659574468,0.015957446808510637
linzf101,1970,48,17,5,305,0.15737704918032788,0.05573770491803279,0.01639344262295082
lockb102,1970,47,12,8,285,0.1649122807017544,0.042105263157894736,0.028070175438596492
locks101,1970,55,53,21,554,0.09927797833935018,0.09566787003610108,0.03790613718411552
lolim101,1970,97,59,41,810,0.11975308641975309,0.0728395061728395,0.050617283950617285
lonbj101,1970,17,8,5,105,0.1619047619047619,0.0761904761904762,0.047619047619047616
lopem101,1970,19,17,9,174,0.10919540229885058,0.09770114942528736,0.05172413793103448
lyles101,1970,44,13,29,206,0.21359223300970873,0.06310679611650485,0.1407766990291262
magnj101,1970,32,36,7,146,0.2191780821917808,0.2465753424657534,0.04794520547945205
maloj102,1970,8,5,1,65,0.12307692307692308,0.07692307692307693,0.015384615384615385
marij101,1970,78,56,8,835,0.09341317365269461,0.06706586826347305,0.009580838323353293
marsm101,1970,27,17,8,227,0.11894273127753303,0.07488986784140969,0.03524229074889868
martm102,1969,0,0,0,2,0.0,0.0,0.0
may-r101,1970,59,41,15,607,0.09719934102141681,0.06754530477759473,0.02471169686985173
mcanj101,1970,48,206,30,576,0.08333333333333333,0.3576388888888889,0.052083333333333336
mcbea101,1970,7,2,5,39,0.1794871794871795,0.05128205128205128,0.1282051282051282
mccob105,1970,9,6,3,71,0.1267605633802817,0.08450704225352113,0.04225352112676056
mccom103,1970,36,26,11,333,0.10810810810810811,0.07807807807807808,0.03303303303303303
mcdal101,1970,44,27,22,325,0.13538461538461538,0.08307692307692308,0.06769230769230769
