"last_name, first_name","pitcher","n_ff","n_si","n_fc","n_sl","n_ch","n_cu","n_fs","n_kn","n_st","n_sv"
"Henriquez, Ronny","678692","29.7","2.1","","23.3","16.6","","","","28.3",""
"Darvish, Yu","506433","14.9","21.2","12.2","15.0","0.5","16.7","10.6","","9.0",""
"McCullers Jr., Lance","621121","5.6","24.7","4.4","32.0","17.0","16.3","","","",""
"Sheehan, Emmet","686218","46.8","","","30.4","16.7","6.1","","","",""
"Sands, Cole","663485","26.6","9.0","24.1","","","18.6","21.6","","",""
"Bachar, Lake","669199","37.2","","","23.3","","","12.2","","27.4",""
"Francis, Bowden","670102","56.0","1.8","","5.8","","14.0","22.4","","",""
"Vest, Will","676684","52.4","16.7","","23.8","7.0","","","","",""
"Leasure, Jordan","673929","53.5","1.2","","42.5","","","2.7","","",""
"Eflin, Zach","621107","12.8","18.8","21.7","","16.4","16.1","","","14.1",""
"Rocker, Kumar","677958","20.2","26.0","25.4","16.0","6.1","6.3","","","",""
"Hoffman, Jeff","656546","39.0","7.3","","29.9","","","23.8","","",""
"Armstrong, Shawn","542888","28.9","23.5","24.1","","","","","","23.4","0.1"
"Williams, Devin","642207","47.4","","0.2","","52.4","","","","",""
"Phillips, Tyler","663969","8.9","31.6","","","","23.4","13.6","","22.4",""
"Keller, Brad","641745","42.6","14.0","","18.4","11.7","","","","13.3",""
"De Los Santos, Enyel","660853","48.9","","","35.9","15.2","","","","",""
"Doval, Camilo","666808","","12.2","39.8","48.0","","","","","",""
"Ashcraft, Braxton","677952","29.7","14.9","","31.2","3.2","21.1","","","",""
"Baker, Bryan","641329","47.2","","","25.0","27.9","","","","",""
"Domínguez, Seranthony","622554","43.2","13.4","","","","4.9","16.6","","21.8",""
"Gómez, Yoendrys","672782","33.5","19.3","6.8","1.5","7.6","14.1","","","17.2",""
"Vargas, Carlos","672841","3.5","63.4","12.6","18.6","1.9","","","","",""
"Buttó, José","676130","30.9","17.0","","30.0","15.2","","","","7.0",""
"Jax, Griffin","643377","17.8","11.6","4.0","","22.3","0.5","","","43.7",""
"Sterner, Justin","686993","52.2","","32.4","","","","","","15.4",""
"Montero, Rafael","606160","40.3","5.1","","7.6","","","46.9","","",""
"Adam, Jason","592094","22.7","","0.3","35.1","33.4","","","","8.5",""
"Suarez, Robert","663158","60.4","15.5","0.2","","23.9","","","","",""
"Mejia, Juan","675848","67.2","","","32.8","","","","","",""
"Duran, Jhoan","661395","35.0","","","","","19.2","40.0","","5.8",""
"Kerkering, Orion","689147","34.0","18.0","","","","","","","48.0",""
"Weissert, Greg","669711","33.4","27.8","","16.2","9.7","4.0","","","8.9",""
"Pagán, Emilio","641941","61.2","","18.6","","","","20.1","","",""
"Díaz, Edwin","621242","52.6","","","47.3","0.1","","","","",""
"Varland, Louis","686973","44.4","6.4","","7.0","4.7","37.5","","","",""
"Stanek, Ryne","592773","57.1","0.1","","21.4","","","11.9","","9.6",""
"Alcala, Jorge","660896","45.9","13.5","","15.4","1.9","23.3","","","",""
"Faucher, Calvin","676534","17.5","12.2","37.0","","0.1","15.1","","","18.1",""
"Gaddis, Hunter","683769","33.1","","","53.7","13.3","","","","",""
"Weaver, Luke","596133","59.2","","9.3","1.6","29.8","","","","",""
"Schreiber, John","670167","31.5","19.5","18.7","","2.0","","","","28.3",""
"Estévez, Carlos","608032","53.5","","","30.9","15.6","","","","",""
"Ashcraft, Graham","668933","","","54.1","45.9","","","","","",""
"Meyer, Max","676974","22.2","13.7","","35.1","17.3","","","","11.6",""
"Muñoz, Andrés","662253","35.8","11.6","","50.4","2.1","","","","",""
"Kahnle, Tommy","592454","14.0","","","0.4","85.6","","","","",""
"Blalock, Bradley","687134","46.5","","9.8","15.7","","12.9","15.2","","",""
"Junis, Jakob","596001","8.6","26.9","","44.5","20.0","","","","",""
"Zeferjahn, Ryan","666171","31.5","0.6","21.9","16.8","","","","","26.8","2.4"
"Bednar, David","670280","44.0","","","","","36.2","19.7","","",""
"Chivilli, Angel","683409","45.9","","","17.5","36.6","","","","",""
"Walker, Ryan","676254","","62.5","","37.5","","","","","",""
"Brazobán, Huascar","623211","12.0","37.3","12.7","","38.1","","","","",""
"Burnes, Corbin","669203","","9.6","54.9","9.0","7.2","19.2","","","",""
"Maton, Phil","664208","","12.1","36.0","","","38.2","","","13.7",""
"Santana, Dennis","642701","28.9","7.9","10.4","46.4","6.4","","","","",""
"Ferguson, Tyler","621053","38.4","14.7","10.9","","4.0","","","","31.9",""
"Fairbanks, Pete","664126","51.1","","4.3","39.8","4.9","","","","",""
"Cano, Yennier","666974","11.3","46.0","2.8","20.2","12.5","","7.2","","",""
"Helsley, Ryan","664854","45.5","","1.3","47.4","","5.8","","","",""
"Topa, Justin","623437","","35.6","20.0","","15.0","","","","29.3",""
"Garrett, Reed","657585","4.3","24.0","28.2","","","","22.4","","21.1",""
"Webb, Jacob","657097","44.5","","","","34.7","","","","20.9",""
"Rogers, Tyler","643511","","74.5","","25.5","","","","","",""
"Wilson, Steven","621051","33.4","","1.0","","7.3","","","","58.3",""
"Miller, Mason","695243","52.2","","","45.6","2.3","","","","",""
"Gil, Luis","661563","50.6","","","25.8","23.6","","","","",""
"Johnson, Pierce","572955","22.4","","5.5","","","72.1","","","",""
"Henry, Cole","669371","51.2","9.5","3.6","","2.8","32.9","","","",""
"Svanson, Matt","694335","1.3","47.4","16.4","","","","","","34.9",""
"Iglesias, Raisel","628452","39.5","22.5","","9.9","28.1","","","","",""
"Woodruff, Brandon","605540","30.7","30.9","15.8","","17.6","3.7","","","1.2",""
"Erceg, Lucas","668674","33.0","20.9","","29.4","16.7","","","","",""
"Bird, Jake","656234","0.6","33.6","2.5","","","22.7","","","40.5",""
"Hanifee, Brenan","669724","11.4","63.2","","21.1","4.2","","","","",""
"Young, Brandon","687064","43.8","","9.2","8.9","4.6","15.8","17.8","","",""
"Ureña, José","570632","35.7","10.7","","25.7","24.6","","3.3","","",""
"Boyle, Joe","671212","48.5","","","35.1","","","16.3","","0.1",""
"Dobbins, Hunter","690928","40.5","1.4","","27.3","","12.0","8.7","","10.1",""
"Vodnik, Victor","680767","56.0","","5.0","12.8","26.1","","","","",""
"García, Luis","472610","1.3","42.6","","0.9","","","22.3","","32.8",""
"Festa, David","701581","31.7","12.5","","26.8","29.0","","","","",""
"Jobe, Jackson","695549","31.1","13.1","","30.6","16.9","8.1","","","0.2",""
"Jansen, Kenley","445276","","9.2","81.4","6.1","","","","","3.3",""
"Clarke, Taylor","664199","21.8","18.0","","39.8","20.3","","","","",""
"Waldrep, Hurston","694462","2.6","18.3","22.0","11.5","","13.2","32.4","","",""
"Ross, Joe","605452","37.2","26.7","","22.2","8.6","5.3","","","",""
"Legumina, Casey","668984","56.3","15.7","","","10.7","","","","17.3",""
"Wilson, Bryse","669060","17.7","23.8","24.0","","17.8","16.7","","","",""
"Finnegan, Kyle","640448","58.3","","","4.6","","","37.1","","",""
"Mears, Nick","683232","53.5","","","42.4","","4.1","","","",""
"Trivino, Lou","642152","15.7","22.1","24.1","","16.6","1.2","","","20.2",""
"Palencia, Daniel","694037","70.7","1.2","","23.1","","0.4","4.6","","",""
"Brogdon, Connor","641401","41.9","","16.2","","41.9","","","","",""
"Fisher, Braydon","680755","22.1","","3.0","38.3","","36.6","","","",""
"Leiter Jr., Mark","643410","0.7","38.7","2.5","2.0","","25.5","30.5","","",""
"Myers, Tobias","668964","45.2","","19.5","16.8","1.5","1.5","15.6","","",""
"Brash, Matt","666374","4.9","21.9","","60.6","11.9","0.7","","","",""
"Morales, Luis","806960","52.4","","","8.0","13.0","","","","26.6",""
"Beck, Tristan","663941","33.0","","","21.3","","17.3","","","28.4",""
"Festa, Matt","670036","39.2","8.1","14.6","","","","","","38.2",""
