"last_name, first_name","pitcher","n_ff","n_si","n_fc","n_sl","n_ch","n_cu","n_fs","n_kn","n_st","n_sv"
"Mayers, Mike","594577","38.4","","30.0","31.3","0.2","0.1","","","",""
"Gallegos, Giovanny","606149","52.8","","","42.6","4.6","","","","",""
"Cishek, Steve","518553","19.4","41.3","","39.0","0.2","","","","",""
"Castro, Miguel","612434","","42.8","","35.2","22.1","","","","",""
"deGrom, Jacob","594798","57.4","","","33.4","8.9","0.3","","","",""
"Guerra, Junior","448855","17.6","38.4","","12.3","","15.8","15.8","","",""
"Barlow, Scott","605130","33.1","0.2","","46.4","","20.3","","","",""
"Widener, Taylor","642203","66.5","","0.1","17.3","16.0","0.1","","","",""
"Bard, Daniel","453268","33.2","15.5","","46.1","5.2","","","","",""
"Gray, Josiah","680686","51.6","","","19.8","3.3","25.3","","","",""
"Stephan, Trevor","663986","59.8","","","32.1","","","8.1","","",""
"Finnegan, Kyle","640448","68.4","","","19.4","","","12.2","","",""
"Rasmussen, Drew","656876","64.7","0.2","0.8","26.5","2.4","2.7","","","2.6",""
"Thompson, Zach","605507","27.1","8.2","35.1","","12.7","16.9","","","",""
"Funkhouser, Kyle","608335","21.8","40.3","","30.2","7.7","","","","",""
"Robles, Hansel","570663","54.4","1.4","","14.4","29.7","0.1","","","",""
"Fulmer, Michael","605242","17.5","28.2","39.8","","11.2","3.0","","","0.2",""
"Trivino, Lou","642152","26.4","32.7","17.0","","12.4","11.5","","","",""
"Underwood Jr., Duane","621249","36.1","10.1","0.8","0.8","27.3","24.9","","","",""
"Maton, Phil","664208","48.0","","8.3","14.3","","24.2","","","5.2",""
"Stanek, Ryne","592773","59.7","","","18.5","","","21.8","","",""
"Woodford, Jake","663765","21.5","37.0","0.5","3.9","6.0","12.5","","","18.6",""
"Whitlock, Garrett","676477","9.3","53.6","0.4","15.8","20.6","","","","0.3",""
"Houck, Tanner","656557","38.6","17.0","","37.1","","","7.4","","",""
"Ottavino, Adam","493603","20.7","27.5","1.7","","1.7","0.7","","","47.8",""
"Kinley, Tyler","641755","43.1","0.3","","52.2","4.0","0.4","","","",""
"Wilson, Bryse","669060","44.4","19.9","0.8","4.9","18.5","11.5","","","",""
"Rogers, Tyler","643511","3.7","53.5","","42.8","","","","","",""
"Kopech, Michael","656629","64.4","","","29.6","2.6","3.5","","","",""
"Holmes, Clay","605280","0.1","58.9","","27.7","","13.3","","","",""
"May, Trevor","543507","60.3","","","24.5","15.2","","","","",""
"Weaver, Luke","596133","61.9","0.2","","6.0","30.0","1.9","","","",""
"Sewald, Paul","623149","58.3","","","","0.1","","","","41.6",""
"Hendriks, Liam","521230","68.9","","","21.3","0.1","9.7","","","",""
"Colomé, Alex","517008","29.5","","70.5","","","","","","",""
"Pagán, Emilio","641941","61.2","","37.5","","0.7","0.2","0.4","","",""
"Staumont, Josh","622251","44.0","21.4","","","","34.7","","","",""
"Treinen, Blake","595014","7.6","27.3","30.0","0.4","0.1","","","","34.7",""
"Hembree, Heath","592390","52.3","","","47.2","","0.5","","","",""
"Oviedo, Johan","670912","53.6","","","23.5","10.8","12.2","","","",""
"Guerra, Deolis","500610","37.7","7.8","","14.2","30.9","9.4","","","",""
"Loáisiga, Jonathan","642528","3.9","54.9","","2.4","18.4","20.4","","","",""
"Petit, Yusmeiro","433589","45.9","","22.8","","17.7","13.6","","","",""
"Sborz, Josh","622250","54.5","","","29.4","","16.1","","","",""
"Canning, Griffin","656288","40.4","","0.1","27.0","21.4","11.1","","","",""
"Floro, Dylan","571670","30.7","32.2","","13.1","24.1","","","","",""
"Boxberger, Brad","502202","56.1","","","23.7","20.2","","","","",""
"Jansen, Kenley","445276","","25.9","58.7","15.4","","","","","",""
"Smith, Riley","642092","0.5","57.3","10.0","4.5","17.0","10.7","","","",""
"Sulser, Cole","642121","51.1","","","13.5","33.2","2.2","","","",""
"Chacín, Jhoulys","468504","9.4","32.1","","19.6","3.6","35.2","","","",""
"Cisnero, José","542585","40.9","25.1","15.9","12.1","6.0","","","","",""
"Shoemaker, Matt","533167","24.4","16.5","","24.5","","1.2","33.3","","",""
"Santana, Ervin","429722","45.1","","","51.6","3.3","","","","",""
"Richards, Trevor","670950","56.7","","","13.8","29.5","","","","",""
"Iglesias, Raisel","628452","35.1","9.4","","30.8","24.6","","","","",""
"Jackson, Luke","592426","35.6","","","51.6","","12.8","","","",""
"Melancon, Mark","453343","2.8","","62.6","","","34.5","0.1","","",""
"Duffey, Tyler","608648","44.6","4.2","","0.1","","51.1","","","",""
"Heuer, Codi","676051","56.1","0.1","","23.2","20.7","","","","",""
"Johnson, Pierce","572955","32.5","","","","","67.5","","","",""
"Romo, Sergio","489265","1.9","31.4","","55.7","10.9","","","","",""
"Clase, Emmanuel","661403","0.9","","69.4","29.8","","","","","",""
"Tate, Dillon","622253","1.6","58.9","23.0","","15.8","","","","0.6",""
"Ruiz, José","614179","59.3","0.2","","2.0","3.7","34.8","","","",""
"Romano, Jordan","605447","62.3","1.0","","36.8","","","","","",""
"Cimber, Adam","643256","32.1","35.8","","32.1","","","","","",""
"Voth, Austin","608723","59.5","","13.6","","","26.6","0.3","","",""
"Wittgren, Nick","621295","56.0","0.6","9.7","10.6","23.1","","","","",""
"Familia, Jeurys","544727","14.4","59.1","","23.5","","","3.0","","",""
"Plutko, Adam","592644","49.9","","33.0","10.2","","6.9","","","",""
"King, Michael","650633","8.8","53.0","15.2","","12.5","0.3","","","10.2",""
"Steckenrider, Drew","608716","65.9","","","","15.9","18.3","","","",""
"Karinchak, James","675916","68.1","","","","","31.9","","","",""
"Estévez, Carlos","608032","65.8","","","14.8","19.3","0.1","","","",""
"Díaz, Edwin","621242","61.6","0.6","","37.8","","","","","",""
"Holland, Greg","518813","40.3","","","48.3","","11.3","","","",""
"Williams, Devin","642207","34.7","","","1.4","63.8","","","","",""
"Littell, Zack","641793","57.8","","","37.2","","","5.0","","",""
"Gonsolin, Tony","664062","43.5","","","26.0","","8.8","21.7","","",""
"Feyereisen, J.P.","656420","51.5","0.1","","28.6","19.9","","","","",""
"Kimbrel, Craig","518886","59.3","","","","","40.7","","","",""
"Kremer, Dean","665152","54.6","1.2","20.6","","6.6","15.8","0.9","","0.3",""
"Mejía, J.C.","650496","16.1","42.2","","23.7","11.5","6.5","","","",""
"Kittredge, Andrew","552640","10.5","44.0","","45.2","0.3","","","","",""
"Strickland, Hunter","519326","51.3","5.8","","40.8","2.0","","","","",""
"Bender, Anthony","669622","1.2","51.8","","43.1","0.7","","","","3.2",""
"McHugh, Collin","543521","10.8","","33.1","","0.1","3.1","","","52.9",""
"Thompson, Keegan","624522","46.5","1.0","27.2","","2.3","23.0","","","",""
"Adams, Austin","613534","12.2","0.7","","87.1","","","","","",""
"Watkins, Spenser","657093","46.6","0.2","30.9","","5.8","16.5","","","",""
"Bass, Anthony","542914","7.6","41.6","","49.9","","","0.8","","",""
"Pressly, Ryan","519151","39.5","0.2","","35.8","","24.5","","","",""
"Cessa, Luis","570666","21.1","10.2","","56.7","12.0","","","","",""
"Tepera, Ryan","572193","33.3","10.8","","44.9","10.4","0.5","","","",""
"Sawamura, Hirokazu","617228","45.4","","","15.3","","","39.3","","",""
"Rodríguez, Richard","593144","86.1","","","13.9","","","","","",""
"García, Yimi","554340","39.1","6.3","","29.9","6.4","18.2","","","0.1",""
"López, Reynaldo","625643","57.9","","","33.8","3.7","4.6","","","",""
"Howard, Spencer","675921","59.7","4.0","12.0","3.6","9.0","8.3","","","3.4",""
"Castillo, Diego","650895","4.0","29.6","","66.5","","","","","",""
"Pop, Zach","647315","1.4","66.3","0.3","31.9","","","","","",""
"Bednar, David","670280","55.8","","","","","23.6","20.7","","",""
"Zimmer, Kyle","622092","50.4","0.3","","36.8","2.2","10.2","","","",""
"Brogdon, Connor","641401","44.9","0.3","19.2","","35.6","","","","",""
"Bradley, Archie","605151","47.0","23.5","","","14.0","15.5","","","",""
"Barnes, Matt","598264","49.8","","","","1.7","48.4","","","",""
"Barria, Jaime","642545","36.3","18.9","","36.4","8.4","","","","",""
"de Geus, Brett","676969","0.5","55.1","24.8","","0.4","19.1","","","",""
"Thornton, Trent","663423","38.9","0.7","21.0","8.1","6.3","25.1","","","",""
"Santana, Dennis","642701","6.1","42.1","0.6","28.2","20.6","2.5","","","",""
"Kennedy, Ian","453178","82.5","","1.2","2.6","8.0","5.1","0.6","","",""
"Wells, Tyler","669330","58.6","","27.0","","10.4","4.0","","","",""
"Carrasco, Carlos","471911","39.7","10.7","","20.1","24.6","4.8","","","",""
"Chargois, JT","608638","4.8","35.5","","59.7","","","","","",""
"Givens, Mychal","571710","46.8","","","15.7","37.5","","","","",""
"Montero, Rafael","606160","35.4","25.9","","19.5","19.2","","","","",""
"Graveman, Kendall","608665","8.5","63.0","","17.7","6.9","3.9","","","",""
"Dunn, Justin","643290","51.7","","","14.8","1.3","32.2","","","",""
"Almonte, Yency","622075","45.1","3.7","","22.4","10.2","","","","18.6",""
"Alcala, Jorge","660896","37.6","6.1","","40.7","15.5","","","","",""
"Jiménez, Joe","641729","54.0","","","32.9","13.0","","","","",""
"Hudson, Daniel","543339","68.2","0.2","","28.8","2.8","","","","",""
"Andriese, Matt","542882","43.9","4.4","5.1","","33.9","12.6","","","",""
"Anderson, Chase","502624","32.9","6.2","18.1","4.3","29.5","9.0","","","",""
"Leone, Dominic","608678","47.4","1.4","23.6","27.6","","","","","",""
"Bielak, Brandon","656232","40.0","15.9","5.3","6.1","11.5","10.4","","","10.8",""
"Lamet, Dinelson","659275","43.9","3.8","","50.6","1.7","","","","",""
"Payamps, Joel","606303","41.1","19.5","","29.6","9.8","","","","",""
"Toussaint, Touki","657053","3.3","48.3","","","","27.2","21.2","","",""
"Hernández, Elieser","622694","51.5","1.8","","34.5","12.2","","","","",""
"Sims, Lucas","608371","41.2","","","34.5","0.4","23.9","","","",""
