"last_name, first_name","pitcher","n_ff","n_si","n_fc","n_sl","n_ch","n_cu","n_fs","n_kn","n_st","n_sv"
"Burke, Brock","656271","62.3","4.6","","19.8","13.2","","","","",""
"Falter, Bailey","663559","28.5","35.8","","14.8","4.0","16.9","","","",""
"Scott, Tanner","656945","37.9","","","62.1","","","","","",""
"Gore, MacKenzie","669022","60.9","","","15.7","5.3","18.0","","","",""
"Moore, Matt","519043","45.0","","","","16.8","38.2","","","",""
"Akin, Keegan","669211","52.0","","","29.5","18.1","0.4","","","",""
"Smith, Caleb","592761","45.3","0.3","","28.9","22.2","3.2","","","",""
"Heaney, Andrew","571760","62.5","","","32.4","5.1","","","","",""
"Diekman, Jake","518617","41.5","22.3","","","1.2","","","","35.1",""
"Keuchel, Dallas","572971","6.3","44.2","15.3","8.0","26.3","","","","",""
"Smeltzer, Devin","656970","39.7","0.4","9.7","","25.7","17.9","","","6.6",""
"Zimmermann, Bruce","669145","29.2","9.9","0.2","18.1","29.3","13.3","","","",""
"Davis, Austin","656354","43.3","2.2","0.1","","16.0","0.3","","","38.1",""
"Minter, A.J.","621345","49.8","","32.1","","18.1","","","","",""
"Soto, Gregory","642397","31.6","45.8","","21.6","1.0","","","","",""
"Milner, Hoby","571948","4.7","42.3","","","20.3","","","","32.7",""
"Rogers, Taylor","573124","0.2","42.8","","","","","","","57.1",""
"Sears, JP","676664","56.6","","","","17.5","25.7","","","0.2",""
"Puk, A.J.","640462","45.3","16.4","","34.0","1.2","","","","3.1",""
"Suter, Brent","608718","65.0","5.7","","4.3","25.0","","","","",""
"Pilkington, Konnor","663455","63.4","","","7.9","21.5","7.2","","","",""
"Sanmartin, Reiver","665665","19.5","21.7","","26.7","32.1","","","","",""
"Logue, Zach","656657","49.3","0.5","20.8","","13.6","15.8","","","",""
"García, Jarlín","606424","3.4","39.4","","28.3","28.9","","","","",""
"Norris, Daniel","596057","34.3","7.9","","0.9","27.9","1.5","","","27.5",""
"Beeks, Jalen","656222","48.1","0.1","1.4","1.1","49.2","","","","",""
"Thielbar, Caleb","573204","49.4","","","","1.0","24.7","","","24.9",""
"Smith, Will","519293","41.2","0.5","","48.2","0.9","9.1","","","",""
"Poche, Colin","621363","77.5","","","1.4","","21.0","","","",""
"Luetge, Lucas","476595","0.4","","54.2","0.2","","14.2","","","31.0",""
"Okert, Steven","595345","31.9","","","68.1","","","","","",""
"Loup, Aaron","571901","0.2","48.5","36.0","","12.5","2.8","","","",""
"Hughes, Brandon","676714","48.2","4.9","","45.7","1.2","","","","",""
"Vesia, Alex","681911","63.1","","","32.4","4.5","","","","",""
"Hentges, Sam","656529","29.4","33.5","","15.9","","21.2","","","",""
"Hader, Josh","623352","0.3","69.1","","28.3","2.2","","","","",""
"Davidson, Tucker","656353","41.3","1.6","","44.0","4.5","8.0","0.5","","",""
"Pérez, Cionel","672335","45.0","15.6","","","","2.3","","","","37.1"
"Chafin, Andrew","605177","27.1","40.6","","31.9","0.3","","","","",""
"Banks, Tanner","621383","44.9","","","29.7","20.1","","","","5.4",""
"Alvarado, José","621237","0.5","55.4","42.9","","","1.2","","","",""
"Mantiply, Joe","573009","1.9","41.9","","","26.0","30.2","","","",""
"Matz, Steven","571927","","48.5","","2.6","28.9","20.0","","","",""
"Raley, Brooks","548384","0.2","22.7","19.1","","19.6","","","","38.3",""
"Rodríguez, Joely","570257","6.4","48.9","","5.8","38.8","","","","",""
"Hand, Brad","543272","27.9","20.0","","","","","","","52.1",""
"Peralta, Wandy","593974","3.1","38.7","","15.7","42.6","","","","",""
