"last_name, first_name","pitcher","n_ff","n_si","n_fc","n_sl","n_ch","n_cu","n_fs","n_kn","n_st","n_sv"
"Vest, Will","676684","56.0","12.6","","21.6","9.8","","","","",""
"Strickland, Hunter","519326","31.7","9.2","31.4","13.1","6.1","","","","8.5",""
"Sands, Cole","663485","28.9","10.2","29.6","","","14.1","17.2","","",""
"Brieske, Beau","689225","39.7","16.6","","17.3","26.5","","","","",""
"Knack, Landon","689017","46.3","","","22.4","14.5","16.2","","","0.6",""
"Kelly, Merrill","518876","20.4","13.8","25.2","11.8","20.9","7.8","","","",""
"Kopech, Michael","656629","78.5","","10.5","11.0","","","","","",""
"Thornton, Trent","663423","19.8","9.5","4.0","21.8","2.5","12.0","","","30.3",""
"Cruz, Fernando","518585","32.3","0.2","25.3","0.4","","","41.7","","",""
"Houser, Adrian","605288","16.8","44.5","","17.3","12.7","8.7","","","",""
"De Los Santos, Enyel","660853","49.3","0.1","","42.9","7.6","","","","",""
"Barnes, Jacob","606930","47.3","","49.2","3.5","","","","","",""
"Doval, Camilo","666808","0.3","13.8","34.9","51.1","","","","","",""
"Adam, Jason","592094","37.1","0.4","1.4","19.2","25.8","","","","16.1",""
"Armstrong, Shawn","542888","33.2","27.1","31.0","","","","","","5.7","3.0"
"Santana, Dennis","642701","26.4","13.2","19.5","32.3","8.4","0.2","","","",""
"Festa, David","701581","40.2","","","31.8","28.0","","","","",""
"Cronin, Declan","686539","7.2","40.6","","51.5","","","","","0.7",""
"Bellozo, Valente","678368","37.6","","25.1","","13.9","12.4","0.5","","10.4",""
"Jiménez, Joe","641729","46.2","","","49.6","4.2","","","","",""
"Kerkering, Orion","689147","29.2","15.2","","","","","","","55.7",""
"Holmes, Clay","605280","0.3","56.2","","23.0","","","","","20.5",""
"Lawrence, Justin","664875","0.7","58.2","","","","","","","41.1",""
"Maton, Phil","664208","","9.3","35.5","4.0","","28.8","","","22.4",""
"Wesneski, Hayden","669713","36.0","11.8","8.7","","2.8","","","","40.7",""
"Gaddis, Hunter","683769","38.3","","","44.8","16.8","","","","",""
"Contreras, Roansy","672710","37.2","10.4","","25.0","10.5","9.4","","","7.4",""
"Jax, Griffin","643377","30.4","9.3","","","16.7","6.2","","","37.5",""
"Finnegan, Kyle","640448","67.6","","","5.5","","","26.9","","",""
"Baumann, Mike","657508","40.6","0.2","","23.9","1.8","33.5","","","",""
"Williams, Trevor","592866","36.0","12.5","","13.5","16.8","","","","21.1",""
"Domínguez, Seranthony","622554","40.8","17.8","","21.8","1.6","","","","18.0",""
"Pearson, Nate","663878","45.9","1.8","","40.7","","11.5","0.1","","",""
"Bido, Osvaldo","674370","40.0","9.3","14.4","21.1","15.2","","","","",""
"Miller, Bobby","676272","36.8","14.7","","9.6","19.9","19.0","","","",""
"Molina, Anthony","683627","48.3","","0.2","22.2","22.4","6.9","","","",""
"Chavez, Jesse","445926","","26.9","51.1","1.6","13.4","7.0","","","",""
"Lambert, Peter","663567","38.4","2.4","1.0","18.8","25.0","3.9","","","","10.5"
"Kelly, Kevin","687330","2.2","61.5","8.4","","","","","","27.9",""
"Weissert, Greg","669711","21.4","33.2","1.7","5.7","8.8","","","","29.2",""
"Mears, Nick","683232","60.2","","","22.6","","17.2","","","",""
"Kittredge, Andrew","552640","12.6","37.3","0.6","49.4","0.1","","","","",""
"Yates, Kirby","489446","60.7","","","0.6","","","38.7","","",""
"Miller, Mason","695243","63.1","","","35.0","1.8","","0.2","","",""
"Holmes, Grant","656550","37.3","","8.2","32.3","1.2","21.0","","","",""
"Bednar, David","670280","55.5","","","","","20.4","24.0","","",""
"Barlow, Scott","605130","20.9","12.9","","1.7","","21.0","","","43.4",""
"Floro, Dylan","571670","14.2","49.3","","26.9","9.5","","","","",""
"Anderson, Chase","502624","15.2","1.4","33.9","","30.4","4.0","","","15.2",""
"Leiter Jr., Mark","643410","1.5","28.6","7.6","","0.2","16.9","36.1","","9.2",""
"Hancock, Emerson","676106","33.6","28.8","5.9","10.5","21.1","","","","0.1",""
"Neris, Héctor","593576","48.3","7.8","","3.4","","","40.5","","",""
"Cano, Yennier","666974","11.6","50.8","","13.0","24.6","","","","",""
"Faedo, Alex","656412","35.2","5.4","","39.6","19.9","","","","",""
"Jarvis, Bryce","686826","34.6","14.7","12.4","24.0","13.6","0.7","","","",""
"Ottavino, Adam","493603","10.0","33.8","11.0","2.1","5.0","0.8","","","37.4",""
"Estrada, Jeremiah","669093","56.4","0.1","","23.6","","","19.8","","",""
"Sandlin, Nick","680704","29.9","8.8","","34.8","","","26.5","","",""
"Rogers, Tyler","643511","0.6","63.9","","35.5","","","","","",""
"Hoffman, Jeff","656546","36.1","11.2","","40.8","","","12.0","","",""
"Hudson, Daniel","543339","50.3","5.1","","40.9","3.7","","","","",""
"Stratton, Chris","608717","37.8","9.2","","20.6","10.0","22.1","","","0.3",""
"Brebbia, John","605154","48.2","","","51.8","","","","","",""
"Faucher, Calvin","676534","33.2","","37.9","","","22.0","","","6.9",""
"Clase, Emmanuel","661403","","1.6","77.8","20.5","","","","","",""
"Garrett, Reed","657585","16.8","12.4","23.7","","","","27.1","","19.9",""
"Kuhl, Chad","641771","10.0","22.2","9.3","35.6","12.6","","","","10.3",""
"Díaz, Alexis","664747","57.9","","","42.1","","","","","",""
"Thompson, Ryan","657044","10.1","64.2","","25.7","","","","","",""
"Stanek, Ryne","592773","59.3","2.8","","16.6","","","21.4","","",""
"Suarez, Robert","663158","70.8","16.2","0.4","","12.6","","","","",""
"Voth, Austin","608723","23.7","","33.8","","","18.9","","","23.6",""
"Pressly, Ryan","519151","33.0","2.1","","28.9","11.1","24.9","","","",""
"Meyer, Max","676974","39.6","1.9","","40.6","17.9","","","","0.1",""
"Boyle, Joe","671212","59.0","","","34.3","","3.7","","","3.0",""
"Kimbrel, Craig","518886","65.7","","","","0.5","28.9","","","4.9",""
"Kelly, Zack","677161","29.9","","21.9","","20.9","","","","27.2",""
"Bender, Anthony","669622","1.9","45.2","2.2","1.6","3.8","","","","45.4",""
"Muñoz, Andrés","662253","32.3","20.6","","47.1","","","","","",""
"Nicolas, Kyle","693312","55.1","","","22.0","","22.9","","","",""
"Erceg, Lucas","668674","30.9","21.3","","27.9","19.9","","","","",""
"Anderson, Justin","605121","33.1","14.0","7.6","45.3","","","","","",""
"Junis, Jakob","596001","10.0","35.9","0.2","45.2","8.7","","","","",""
"Rainey, Tanner","663432","70.9","","","27.7","1.4","","","","",""
"Miller, Tyson","668338","47.3","3.4","","","2.2","3.2","","","43.8",""
"Webb, Jacob","657097","44.3","","","","27.7","","","","28.1",""
"Alcala, Jorge","660896","43.8","7.7","","38.7","9.8","","","","",""
"Helsley, Ryan","664854","45.4","","","48.2","","6.3","","","",""
"Iglesias, Raisel","628452","30.2","18.4","","20.7","30.7","","","","",""
"Phillips, Evan","623465","36.5","9.9","14.9","","","","","","38.6",""
"Jackson, Luke","592426","31.6","","1.0","52.0","","15.4","","","",""
"Turnbull, Spencer","605513","35.0","12.1","","5.3","5.3","9.0","","","33.2",""
"Johnson, Pierce","572955","24.2","","4.1","","","71.6","","","",""
"Díaz, Edwin","621242","52.1","","","47.9","","","","","",""
"Roupp, Landen","694738","2.6","39.6","","4.2","9.4","44.2","","","",""
"Harvey, Hunter","640451","62.9","","","4.6","","9.3","23.2","","",""
"Foley, Jason","671345","7.5","55.4","","31.5","5.6","","","","",""
"McArthur, James","663704","9.1","35.7","","21.6","","33.7","","","",""
"Varland, Louis","686973","42.5","3.8","","27.7","10.4","15.5","","","",""
"Brazobán, Huascar","623211","21.7","24.8","24.6","","28.9","","","","",""
"Payamps, Joel","606303","32.7","19.4","","40.3","7.7","","","","",""
"García, Luis","472610","6.1","52.4","1.8","12.2","","","18.6","","8.9",""
"Smith, Burch","572143","50.0","0.2","21.4","","0.8","18.3","","","9.3",""
"Schreiber, John","670167","24.4","26.0","16.5","","6.1","","","","26.9",""
"Martin, Davis","663436","28.5","","17.4","26.8","19.7","7.6","","","",""
"Sims, Lucas","608371","31.4","","15.5","2.4","","7.3","0.2","","43.2",""
"Duran, Jhoan","661395","40.7","","","","","27.7","31.4","","0.1",""
"Rodríguez, Randy","678495","48.6","6.0","","39.8","5.6","","","","",""
"Holderman, Colin","670059","0.9","25.8","25.7","","","","","","47.6",""
"Mlodzinski, Carmen","669387","39.8","","20.3","26.6","0.3","","","","12.9",""
"Elder, Bryce","693821","12.4","42.8","0.1","31.4","13.3","","","","",""
"Kochanowicz, Jack","686799","6.1","72.6","","14.1","2.9","","","","4.3",""
"Miller, Shelby","571946","60.6","","","20.6","","","18.8","","",""
"Brown, Ben","676962","62.7","","","","1.6","35.7","","","",""
"Winn, Keaton","676775","26.3","19.2","","13.9","","","40.5","","",""
"Green, Chad","643338","59.9","0.1","0.7","39.3","","","","","",""
"Dubin, Shawn","681869","43.7","0.2","15.8","","15.1","15.8","","","9.3",""
"Martinez, Seth","661527","32.6","21.0","","","14.6","","","","31.9",""
"Ruiz, José","614179","28.1","23.6","","3.8","3.2","41.2","","","",""
"Peguero, Elvis","665625","","49.3","","50.5","","0.1","","","",""
"Grove, Michael","675627","1.0","22.1","16.8","53.1","","7.0","","","",""
"Estévez, Carlos","608032","61.1","","","28.1","10.4","0.4","","","",""
"Ferguson, Tyler","621053","38.6","22.1","12.9","","2.2","","","","24.2",""
"Slaten, Justin","686580","29.2","","37.7","","","8.4","","","24.7",""
"Priester, Quinn","682990","13.6","30.2","1.1","27.9","12.7","14.5","","","",""
